Timestamp,PPI
2183.4095344,756
2184.410532,836
2185.4114377,834
2186.4123448,846
2187.4131361,787
2188.4140724,766
2189.4148984,788
2190.4155212,834
2191.4162403,756
2192.4167744,850
2193.4191175,755
2194.4223872,832
2195.4232631,775
2196.424046,839
2197.4247012,830
2198.4256221,826
2199.4265927,781
2200.4276298,776
2201.4281322,781
2202.4292121,835
2203.4304282,767
2204.4315032,807
2205.4326072,850
2206.433237,756
2207.4339289,784
2208.4345234,831
2209.4357021,806
2210.4366608,817
2211.4377099,752
2212.4382944,783
2213.4396918,847
2214.4405306,786
2215.4415944,822
2216.4429385,835
2217.4441276,779
2218.445349,838
2219.446293,792
2220.4470502,809
2221.4476331,751
2222.4487098,821
2223.4498721,844
2224.4507791,842
2225.4520082,767
2226.4529967,750
2227.4539724,761
2228.4551548,788
2229.4560941,849
2230.4571943,793
2231.4586436,821
2232.4597315,783
2233.4607161,801
2234.4618865,812
2235.4626868,820
2236.4635808,835
2237.4645256,833
2238.4654368,773
2239.4664523,797
2240.4675033,754
2241.4681275,848
2242.4693199,798
2243.4700842,846
2244.4711572,821
2245.4723293,750
2246.4733172,806
2247.4738772,830
2248.4749065,763
2249.4759009,813
2250.4769925,845
2251.4778841,767
2252.4787139,762
2253.4796402,770
2254.4807056,792
2255.4816853,754
2256.482356,801
2257.4829196,845
2258.4840488,778
2259.4851207,838
2260.4854732,819
2261.4863138,846
2262.4873468,801
2263.4886875,752
2264.4896341,764
2265.4905957,830
2266.4919905,837
2267.4926842,777
2268.4936099,803
2269.4943564,762
2270.495346,769
2271.4962792,778
2272.4973313,789
2273.4984947,778
2274.4993414,837
2275.5005351,841
2276.5015818,774
2277.5025195,791
2278.5035387,825
2279.5047125,840
2280.505883,754
2281.5069344,810
2282.5078565,814
2283.5092312,827
2284.5103057,823
2285.510975,774
2286.5118486,814
2287.5128549,836
2288.5140551,758
2289.5150161,801
2290.5160768,819
2291.517093,841
2292.5181301,813
2293.5195924,839
2294.5208867,828
2295.5220134,809
2296.5230127,770
2297.524161,849
2298.5248476,776
2299.5256374,803
2300.5267423,806
2301.5276649,779
2302.5288602,805
2303.5301777,789
2304.531462,789
2305.5323536,807
2306.5333515,778
2307.5341629,842
2308.5355849,766
2309.5369676,768
2310.5380961,833
2311.5389825,818
2312.5403118,825
2313.5413617,799
2314.5424116,757
2315.5434467,779
2316.5445741,787
2317.5449928,809
2318.5472236,838
2319.5484631,833
2320.5494758,792
2321.5505926,825
2322.5520593,798
2323.5531273,783
2324.5537239,832
2325.5547,807
2326.556166,758
2327.5574706,835
2328.5581244,773
2329.559077,816
2330.5602557,760
2331.5609704,799
2332.5621944,806
2333.562815,776
2334.563941,760
2335.5651614,791
2336.5660162,793
2337.5672725,849
2338.5679644,759
2339.5691449,809
2340.5705238,760
2341.5714775,787
2342.5724765,838
2343.5734759,751
2344.5744496,774
2345.5753962,799
2346.5764218,797
2347.57734,848
2348.5783628,836
2349.5794331,832
2350.5804856,789
2351.581704,786
2352.5828163,817
2353.5838889,835
2354.5851367,785
2355.5860551,763
2356.5871406,766
2357.5884659,767
2358.5894279,801
2359.5900366,761
2360.5914475,795
2361.5919916,798
2362.5929988,761
2363.5940555,819
2364.5944525,773
2365.595394,814
2366.5961695,775
2367.5972628,778
2368.5982121,822
2369.5994156,767
2370.599726,791
2371.6007813,802
2372.6014441,803
2373.602224,775
2374.60313,784
2375.6046417,757
2376.6056446,793
2377.6065839,776
2378.6079227,842
2379.6088482,784
2380.6101547,785
2381.6111445,848
2382.6121272,808
2383.6134839,778
2384.6138984,814
2385.6146578,750
2386.6150249,817
2387.6155333,765
2388.6160796,845
2389.61697,809
2390.617688,790
2391.6189839,823
2392.6199404,796
2393.6207021,753
2394.6215499,755
2395.6227695,820
2396.6234435,807
2397.6246906,762
2398.6254151,767
2399.6263679,752
2400.6270738,845
2401.6276485,754
2402.62873,758
2403.6299481,808
2404.6309377,817
2405.6320261,781
2406.6324559,777
2407.6329996,819
2408.6335907,783
2409.6356486,783
2410.6360136,846
2411.6370817,793
2412.6379545,843
2413.639185,821
2414.64052,754
2415.6416576,839
2416.6421784,814
2417.6426848,821
2418.6434979,809
2419.6437803,775
2420.6450142,818
2421.645626,826
2422.646596,798
2423.6473494,813
2424.6498306,819
2425.651418,842
2426.6526069,817
2427.6534616,780
2428.6545922,842
2429.6550408,798
2430.6559946,774
2431.656695,778
2432.6577308,777
2433.6582094,800
2434.6586429,782
2435.6591064,821
2436.6606858,829
2437.6615946,751
2438.6622747,816
2439.6630668,762
2440.6636257,797
2441.6644933,785
2442.665738,835
2443.6659689,810
2444.6675061,823
2445.6685284,805
2446.6694145,806
2447.6700625,753
2448.670768,816
2449.6716388,812
2450.6732443,820
2451.6741454,830
2452.6755227,767
2453.6761637,824
2454.6771319,820
2455.6776771,788
2456.6783255,780
2457.6793722,849
2458.6804995,813
2459.6816543,813
2460.6824052,750
2461.6832123,750
2462.684019,850
2463.6850045,766
2464.6854672,769
2465.6861301,833
2466.6867391,814
2467.6873146,781
2468.6880446,833
2469.6889052,768
2470.6902205,810
2471.6910661,820
2472.691942,838
2473.6926233,815
2474.693194,764
2475.6940976,826
2476.6947637,786
2477.6958668,849
2478.6967147,777
2479.6974091,779
2480.698843,779
2481.6996756,752
2482.7005651,833
2483.7016507,781
2484.7025185,787
2485.7032458,764
2486.7044587,843
2487.7053155,840
2488.7063279,771
2489.7072302,801
2490.7083489,826
2491.7095398,826
2492.7108422,816
2493.7119942,767
2494.7131649,808
2495.7142667,831
2496.7154338,842
2497.7163814,825
2498.717656,759
2499.7186766,767
2500.719846,759
2501.7208569,762
2502.7218491,825
2503.7228261,782
2504.7234049,777
2505.7240914,840
2506.7251215,785
2507.7258453,812
2508.7271628,792
2509.7280461,751
2510.7290231,754
2511.7299309,814
2512.7310447,752
2513.7320041,760
2514.7331512,817
2515.7339768,826
2516.735262,797
2517.7363987,801
2518.7375334,843
2519.7388715,823
2520.7400903,773
2521.7412734,835
2522.7426879,796
2523.7438645,805
2524.7449389,781
2525.745882,769
2526.747218,804
2527.7484344,848
2528.749678,789
2529.7508306,768
2530.7517659,839
2531.7529171,845
2532.7538802,822
2533.7547375,761
2534.7555345,782
2535.7565129,840
2536.7575953,776
2537.7585254,768
2538.7597781,808
2539.7609478,753
2540.7616192,817
2541.7622606,821
2542.7632562,765
2543.7638669,817
2544.765323,795
2545.7660527,832
2546.7674235,770
2547.7682699,775
2548.7689986,815
2549.7701421,812
2550.7715323,821
2551.7729209,766
2552.7740318,751
2553.7751063,778
2554.7761207,843
2555.7771132,790
2556.7781131,833
2557.7788561,834
2558.7800688,801
2559.7810911,775
2560.7823346,783
2561.7835847,805
2562.7846932,822
2563.7860628,824
2564.7871208,781
2565.7880781,767
2566.7889956,795
2567.7902113,833
2568.7912774,764
2569.7923503,846
2570.7936875,773
2571.7946592,818
2572.7960792,829
2573.7971365,820
2574.7984328,752
2575.7990529,788
2576.7999226,822
2577.8009949,793
2578.801988,826
2579.8028843,826
2580.8039984,776
2581.8049483,847
2582.8060713,752
2583.807137,838
2584.8081277,785
2585.8088236,837
2586.8099466,834
2587.810964,779
2588.8119897,810
2589.8129619,794
2590.8138935,786
2591.8147998,827
2592.8162606,843
2593.8169793,771
2594.8179767,772
2595.819048,790
2596.8197715,850
2597.8209245,768
2598.8219593,810
2599.8229668,817
2600.8238449,784
2601.8251008,797
2602.8263642,839
2603.8272261,754
2604.8284305,759
2605.8292729,808
2606.8302322,817
2607.8315842,834
2608.8329582,753
2609.8342125,847
2610.8352769,766
2611.8362416,836
2612.8372355,803
2613.8381606,785
2614.8391205,801
2615.8400747,812
2616.8410706,789
2617.8422423,828
2618.8434524,758
2619.8446234,757
2620.8457203,842
2621.8471007,823
2622.8480664,750
2623.8490218,825
2624.8499861,759
2625.8509521,828
2626.85175,844
2627.853053,762
2628.8539637,828
2629.855297,850
2630.856304,838
2631.8568989,779
2632.857992,821
2633.8590376,803
2634.8603109,754
2635.8614484,809
2636.8624568,814
2637.8634811,764
2638.8642875,790
2639.8649548,789
2640.8661679,770
2641.8673514,751
2642.8684596,836
2643.8691998,792
2644.8697927,788
2645.8708308,761
2646.8720175,788
2744.6516716,841
2745.6741937,841
2746.6749196,802
2747.6755063,791
2748.6756694,800
2749.6763223,768
2750.676496,805
2751.6770121,828
2752.6775843,832
2753.6782664,761
2754.6793334,818
2755.6801001,803
2756.6805115,848
2757.6810253,850
2758.6830589,761
2759.6837678,757
2760.6845744,828
2761.6859563,796
2762.6868791,756
2763.6875092,832
2764.6879586,800
2765.6888149,821
2766.6899402,845
2767.6905924,750
2768.6917408,763
2769.6926367,793
2770.6933634,844
2771.6945674,840
2772.6955371,787
2773.6964815,780
2774.6972027,769
2775.698162,789
2776.698951,795
2777.6994391,783
2778.6999411,750
2779.7010833,764
2780.7019802,827
2781.7029939,802
2782.7043264,789
2783.7054148,779
2784.7075582,755
2785.7084508,835
2786.7087549,825
2787.7095398,788
2788.7101898,826
2789.7112909,774
2790.7122579,751
2791.7134043,843
2792.7145263,755
2793.7155648,768
2794.7167141,841
2795.7175657,821
2796.7196093,800
2797.7207131,780
2798.7217005,828
2799.7220378,837
2800.7227557,805
2801.7237218,771
2802.7243797,757
2803.7254975,781
2804.7263843,805
2805.7271708,769
2806.7285786,835
2807.7299159,796
2808.730928,803
2809.7318175,792
2810.7324353,753
2811.7333,842
2812.7345564,798
2813.7360076,783
2814.7373898,791
2815.7385416,789
2816.7396872,773
2817.7405503,790
2818.7416634,772
2819.742889,812
2820.7440838,824
2821.7453195,755
2822.7463659,754
2823.7473778,795
2824.7483429,836
2825.7495302,775
2826.7504572,814
2827.7513652,773
2828.7523653,843
2829.7535704,840
2830.7544028,836
2831.7558657,792
2832.7566909,790
2833.7578827,825
2834.7586884,781
2835.7595269,783
2836.7609607,806
2837.7619421,789
2838.7627887,776
2839.763772,810
2840.7647687,812
2841.7655824,761
2842.7664711,832
2843.76758,829
2844.768323,759
2845.7691665,801
2846.7700952,757
2847.7707054,768
2848.7718925,849
2849.773305,842
2850.7752382,752
2851.7761713,829
2852.7772919,767
2853.7785901,818
2854.7800549,820
2855.7808966,759
2856.7817789,806
2857.7829051,816
2858.7840882,826
2859.7852136,801
2860.7860974,797
2861.7870627,810
2862.7878346,777
2863.7888577,757
2864.7894519,836
2865.7899969,804
2866.7910621,849
2867.7922489,839
2868.7933243,765
2869.7945246,776
2870.7953515,763
2871.7966897,823
2872.7976251,844
2873.7987354,792
2874.7997614,830
2875.8006953,833
2876.8019009,814
2877.8028859,768
2878.8040057,802
2879.8046325,803
2880.8051229,798
2881.8055355,805
2882.8062922,759
2883.8069946,758
2884.8078449,829
2885.8088657,822
2886.8099467,752
2887.810373,842
2888.8113422,792
2889.8122118,785
2890.8132264,779
2891.814231,823
2892.8149034,764
2893.8160442,805
2894.8170409,760
2895.8181338,850
2896.8189913,780
2897.82012,797
2898.8212758,832
2899.8221711,797
2900.8236032,830
2901.8244742,796
2902.8256468,841
2903.8268186,828
2904.8278201,826
