Timestamp,PPI
3215.944549,829
3216.94574,847
3217.9470372,841
3218.9476102,792
3219.9483295,770
3220.9494148,822
3221.9502958,797
3222.9509865,795
3223.9514874,830
3224.9522714,802
3225.9533497,766
3226.954894,797
3227.9563248,775
3228.9573327,776
3229.958492,751
3230.9595458,818
3231.9606063,750
3232.9616369,778
3233.96292,779
3234.9639227,848
3235.9649099,832
3236.9660276,841
3237.9671751,839
3238.9682529,768
3239.9691816,770
3240.9701143,804
3241.9712091,789
3242.9724254,805
3243.9734367,790
3244.9744564,849
3245.9758283,835
3246.9767344,834
3247.9777317,835
3248.9787652,791
3249.9792958,812
3250.9803531,826
3251.9815347,785
3252.9825381,841
3253.9838564,757
3254.9850572,780
3255.9861491,789
3256.9872546,786
3257.9882986,808
3258.9893697,772
3259.9905108,825
3260.9913362,790
3261.9916984,831
3262.9925239,762
3263.9935912,777
3264.9941654,763
3265.9951077,782
3266.9959428,798
3267.9971037,791
3268.9980684,849
3269.9989508,759
3271.0001149,810
3272.0011876,758
3273.0021028,778
3274.0031804,762
3275.0042608,805
3276.0054982,781
3277.0065403,836
3278.0071939,803
3279.0080929,829
3280.0092877,847
3281.0102387,767
3282.0113157,755
3283.0124606,824
3284.0134774,786
3285.0144331,783
3286.0153722,787
3287.016795,848
3288.0173935,764
3289.0184935,780
3290.0192882,839
3291.0205977,761
3292.0204854,793
3293.0213608,844
3294.0222849,814
3295.0230987,787
3296.0238531,756
3297.0251615,812
3298.0262622,826
3299.0269802,794
3300.0282172,804
3301.0292279,767
3302.0304356,811
3303.0313955,839
3304.0325398,811
3305.0336016,819
3306.0344142,750
3307.0358968,757
3308.0375727,836
3309.0383042,755
3310.039354,799
3311.0403092,815
3312.042077,819
3313.0434749,831
3314.0445854,824
3315.0451567,798
3316.0460883,803
3317.0477313,848
3318.0490046,815
3319.0500952,833
3320.051042,809
3321.0519558,834
3322.0526396,806
3323.0535904,773
3324.0547988,779
3325.0556573,805
3326.0564778,835
3327.0569971,790
3328.0577737,794
3329.0585491,847
3330.05991,807
3331.0610646,766
3332.0623011,848
3333.0639752,801
3334.0651275,762
3335.0662587,775
