Timestamp,PPI
6415.6240944,830
6416.6245732,751
6417.6252735,760
6418.6261531,837
6419.6265672,767
6420.6274234,791
6421.6284109,759
6422.6297546,761
6423.6303225,824
6424.6325761,796
6425.6334292,819
6426.6339542,823
6427.6348404,780
6428.635886,810
6429.6371744,799
6430.6383447,783
6431.6389676,804
6432.6400743,841
6433.6408528,802
6434.6417975,811
6435.6427244,803
6436.6436672,848
6437.6447935,766
6438.645896,848
6439.6467806,815
6440.6476837,831
6441.6486086,764
6442.6495836,827
6443.6506775,772
6444.6515672,830
6445.6528237,750
6446.654,844
6447.6551123,785
6448.656178,799
6449.6571323,799
6450.6581373,776
6451.6587627,831
6452.6600006,795
6453.6603915,829
6454.6612974,848
6455.6616831,842
6456.6625729,816
6457.6630372,789
6458.6642297,779
6459.6657353,808
6460.666253,824
6461.6675845,773
6462.6687528,809
6463.6696565,829
6464.6711115,805
6465.6931575,772
6466.7515904,773
6467.7525097,823
6468.7535149,838
6469.7548456,775
6470.7557631,823
6471.7567739,762
6472.7573645,845
6473.7577527,770
6474.7584019,798
6475.7594177,779
6476.7608906,791
6477.7614925,794
6478.7622302,755
6479.7626558,847
6480.7637733,835
6481.7649907,772
6482.7660442,771
6483.7670333,850
6484.7681123,769
6485.7687802,793
6486.7697909,841
6487.7709803,813
6488.771912,823
6489.7730594,831
6490.7735612,835
6491.7741796,757
6492.775054,792
6493.7760341,786
6494.7768087,761
6495.7777448,820
6496.778409,775
6497.7795389,769
6498.7803152,837
6499.7808042,848
6500.7815254,831
6501.7825261,847
6502.7834736,800
6503.7838569,831
6504.7842501,760
6505.7851168,794
6506.7862694,769
6507.787244,811
6508.7880519,842
6509.7891434,800
6510.7900508,787
6511.7911662,847
6512.7922774,797
6513.7933285,835
6514.7944541,783
6515.7953544,775
6516.7964512,803
6517.7973894,809
6518.798266,817
6519.7993143,792
6520.8003667,805
6521.8013067,827
6522.8022311,793
6523.803036,848
6524.8039319,784
6525.8048151,803
6526.8058555,753
6527.8068173,784
6528.8078452,824
6529.8089053,838
6530.8101665,765
6531.8112327,799
6532.8118968,792
6533.8124188,760
6534.813249,775
6535.8136561,831
6536.8146639,779
6537.8157439,797
6538.8167957,770
6539.8178632,811
6540.8187649,752
6541.8197276,799
6542.8208092,759
6543.8217855,775
6544.8228192,825
6545.8237581,823
6546.8243256,835
6547.8252986,760
6548.8265614,770
6549.8270983,849
6550.8281467,840
6551.8289107,806
6552.8297407,834
6553.8308186,783
6554.8320839,786
6555.8334534,780
6556.8346194,838
6557.8351215,848
6558.8359639,798
6559.8369165,843
6560.8378591,804
6561.8390337,819
6562.8399273,848
6563.8411471,792
6564.8426248,771
6565.8434578,819
6566.8442989,848
6567.8448199,847
6568.8458746,781
6569.8483363,766
6570.8490464,767
6571.8501665,843
6572.8513261,776
6573.8518908,842
6574.8529249,767
